date,benchmark_grp,benchmark_id,benchtime_ms,host_CPI,host_L2_BW,host_L3_BW,host_L3_SYSTEM_BW,host_MEM_BW,host_context_switch,host_cpupercent,host_disk_io,host_disk_io_time,host_disk_weighted_io_time,host_memory,host_network,interval,close,latency90,memory_limit,process_dur_ms,throughput,total_dur_ms,weighted_latency
10:00:01,1532478323,cachebench,1.53248E+12,2.931,6306.101,9.269,15.607,10.988,1922.502,6.938,10.56,30.8,248.402,291.639,0.341,5,388.66,388.66,32,8.928,1,13.274,194.33
10:00:03,1532480700,cachebench,1.53248E+12,4.024,3.118,3.403,6.803,5.685,3871.609,2.051,42.08,109.6,266.4,258.289,3.663,5,0.001,0.001,32,9.847,1,14.28,0.001
10:00:05,1532481233,cachebench,1.53248E+12,3.406,184.8,135.547,137.477,104.903,2084.185,13.554,0.64,1.6,2.4,815.965,0.353,5,233.76,233.76,32,15.765,1,19.912,116.88
10:00:07,1532481233,cachebench,1.53248E+12,12.485,1616.488,1445.494,897.715,339.534,2444.014,13.341,4.16,7.199,7.199,409.566,0.341,5,355.57,355.57,32,22.359,1,38.2,177.785
10:00:09,1532481233,cachebench,1.53248E+12,2.799,67.6,24.668,33.793,19.218,2004.611,6.568,4.16,10.4,18.4,271.598,0.356,5,51.64,51.64,32,9.512,1,13.938,25.82
10:00:11,1532481233,cachebench,1.53248E+12,12.817,199.414,181.595,177.432,130.342,2316.597,6.789,4.64,15.999,17.599,335.887,0.335,5,154.67,154.67,32,10.045,1,14.853,77.335
