56.51%,17.69%,11.19%,8.82%,3.96%,BW,MEM_BW,switch,cpu,io,memory,network,latency90
7.314465236152021,0.36824274940344454,0.4860421021701668,-1.1941568167321428,-0.7917347261656268,755.947,433.968,14298.934,72.609,142.567,3328.531,276.215,0.371
5.824337042867859,-0.01290943167981537,-1.0431676510824313,-0.18320394293985498,0.362068817299619,932.837,591.753,13794.399,70.54899999999999,75.516,3357.07,252.097,0.408
2.0844796694359053,0.4108549432780051,0.11795659727329624,0.16451310588769835,0.46026272575718136,1013.432,691.294,14517.622,89.81700000000001,194.07,3364.7659999999996,312.881,0.466
1.2765266576591594,-0.8455236687903387,0.6109015911923182,0.1315167141809644,-0.14743098626511317,1080.661,727.077,15281.402,87.32700000000001,59.045,3357.25,343.256,0.366
1.1743097813828902,0.7218159195728516,0.9876906540604667,0.8678963819101644,-0.1377939499892869,1080.661,727.077,14459.265,89.78200000000001,214.88299999999998,3337.262,361.02,0.395
0.09281026497139391,-1.0111994385870986,0.8304666762649215,0.18868810359084365,-0.12370657851800863,1118.69,773.1510000000001,15600.008,91.539,60.961000000000006,3363.07,360.45099999999996,0.37200000000000005
-0.7088711841435302,-1.3506864334977835,1.6260770355619452,0.5565833454780503,-0.22942815186927107,1166.07,828.935,15965.532,91.76799999999999,46.24,3338.6290000000004,384.96,0.366
-0.2925592863247651,2.8960928446686798,1.303133625769477,0.49969667518708166,0.03054361652488162,1134.638,785.9689999999999,14135.95,91.102,512.318,3358.699,402.504,0.38
0.5203025922820694,-1.3947162076739668,1.3444172676779025,0.19496808579666774,0.1580096883235209,1134.638,785.9689999999999,15888.329,86.99600000000001,54.24,3337.902,352.565,0.382
2.312144929677928,-0.4909455297293125,-0.10288727621723993,0.267363970966573,-0.006133980099200281,1039.871,698.135,14661.733999999999,84.913,57.28,3363.4840000000004,317.887,0.387
-0.34733766041187913,1.2231993461935318,0.09497079563127112,0.6521687273604728,0.44401115710004485,1144.974,815.447,14356.208999999999,92.97,290.56,3383.8979999999997,361.055,0.40399999999999997
0.10891390049355074,-0.6258844216213537,-0.20211637552016154,1.0621931753460823,0.9153686256500284,1164.489,820.7080000000001,14771.271999999999,92.494,75.68,3369.547,321.23400000000004,0.45
-0.778693172056506,-0.331649407197817,1.464380220157162,0.019973331211342992,0.623343086674565,1164.489,820.7080000000001,15857.116000000002,93.382,221.03900000000002,3356.4390000000003,365.289,0.41700000000000004
-0.0737993661677078,0.431355778891228,-0.6096328226615323,1.7409803409458455,-0.6222922472523608,1142.765,791.4119999999999,13752.393,93.93299999999999,62.72,3381.051,372.973,0.376
-0.4578404406888851,0.4684970426239522,0.3656752968045498,0.6996575373775129,0.6126354873972133,1174.46,841.7689999999999,14766.606000000002,91.15700000000001,229.275,3371.34,357.12699999999995,0.364
-0.5630127600474338,0.6689047314370378,-0.7317332577575947,0.9538406079728935,-0.12053208671357526,1151.191,819.543,14118.598999999998,93.994,152.16,3405.336,366.245,0.369
-1.4532378387947567,-1.7585580211227525,1.2262744249314657,-0.7659708750704489,-0.13413344782303238,1156.075,822.2810000000001,16748.582,94.697,55.201,3387.961,381.80699999999996,0.368
-0.8580898535425182,-0.11993612470844436,-1.2249500572025107,0.1374467497640502,-0.5700142701645119,1153.521,834.324,14643.576000000001,91.05799999999999,62.72,3439.219,374.019,0.39
-1.5747205170334808,0.9572318741159082,-0.04921058362512113,-0.5747809958753943,-0.30773046955675926,1153.521,834.324,15116.388,93.639,284.801,3432.035,398.24300000000005,0.35200000000000004
-0.8930971181681568,-0.9757620077453153,-0.2678192622451203,0.034501386377365134,0.1891288112500857,1172.104,843.331,15462.593,92.023,54.56,3407.305,355.464,0.425
-0.506153114558738,-0.7030659231749812,-1.1949149162233879,-0.08140469752263219,0.5500616246875496,1148.629,828.462,15052.396999999999,92.76799999999999,63.52,3432.625,328.161,0.387
-1.5883844369130402,1.0821136925421526,1.2580463121633456,-0.9099928596913895,0.3635560602434788,1161.877,835.3560000000001,15763.401000000002,93.458,406.082,3398.1209999999996,395.19199999999995,0.385
-1.8204537844814928,-1.447675498880989,0.15919386159392943,-1.4675364292077804,-0.348647859875696,1161.877,835.3560000000001,16612.705,93.01700000000001,69.92,3440.3320000000003,385.254,0.355
-1.5305349262734704,-0.5821500877896163,-0.7552463211295085,-0.14049566112690207,-0.31647028265781585,1181.035,846.794,15268.726999999999,93.73100000000001,64.632,3437.441,376.985,0.4
-1.8430207566205068,2.900102555746347,-0.10123881872788185,-1.4289384110690715,0.42715041680991994,1153.9080000000001,834.913,14845.818000000001,93.56700000000001,578.141,3458.656,396.02099999999996,0.37799999999999995
-1.8008808194793542,-0.7547097911873407,-0.17791796177478114,-0.8051972344474478,-0.8826740879040118,1153.9080000000001,834.913,15842.43,93.76899999999999,72.6,3440.563,402.57199999999995,0.405
-0.8686047177596264,0.062220870825924215,-0.7533054009679813,1.2087933682327927,-0.481434339063677,1173.391,840.2539999999999,14245.395,93.61,58.111999999999995,3402.8590000000004,377.778,0.396
-0.18371497065897538,-1.278232658554507,-1.3999329488395045,-0.615878603576377,1.4601372501765495,1157.271,821.7139999999999,15505.296999999999,91.772,60.96,3440.3709999999996,288.759,0.36200000000000004
-1.106717076085724,1.0015537961646765,-0.4688212392326755,0.004307085974722086,-0.4192039646998566,1151.274,824.69,14585.688999999998,92.70100000000001,234.64,3426.7729999999997,390.501,0.38299999999999995
-0.48947650022309164,-0.46747330386885366,-1.2762208644008164,0.03561557779744954,0.02673058152675272,1151.274,824.69,14814.919,91.00299999999999,54.081,3434.961,346.339,0.39
-0.9324765240412197,0.007996869613984004,-0.6252004302626037,0.25197441853426406,-0.9680353190328665,1160.205,825.311,14722.618,90.321,77.76,3422.199,396.249,0.38
-0.036613250447916794,0.9508949407325621,-0.8909102733813652,-1.5051221626333988,-0.01561120177071952,1103.835,765.814,15032.052,86.98200000000001,290.711,3457.414,357.86300000000006,0.385
